Award Date,Quarter and Fiscal Year,Commodity Category,Contract Description,WBG Organization,Selection Number,Supplier,Supplier Country,Supplier Country Code,Contract Award Amount,Fund Source,VPU description
07/21/2014 12:00:00 AM,Q1 - FY15,CONSULTING,Building Capacities on EA in SA,IBRD,1151009,Indian Institute of Management Ksp,India,IN,345823.80,Trust Fund,"GP- CCSA, Vice Presidency"
07/18/2014 12:00:00 AM,Q1 - FY15,CONSULTING,Management of Survey of Water Utilities,IBRD,1138926,Orient Integrated Development,Philippines,PH,459467.61,Trust Fund,"GP- CCSA, Vice Presidency"
07/16/2014 12:00:00 AM,Q1 - FY15,CONSULTING,Campaign for Lighting Asia/India,IFC,1114711,"JWT, A Unit of Hindustan Thompson Associates Pvt Ltd.",India,IN,820237.21,Trust Fund,IFC VP Global Client Services
07/15/2014 12:00:00 AM,Q1 - FY15,TELECOMMUNICATIONS,10 GB ACCESS PORT,IBRD,,UCAID/Internet2,USA,US,,WBG,Information and Technology Solutions
07/14/2014 12:00:00 AM,Q1 - FY15,CONSULTING,ZAMBIA HOUSEHOLD SURVEY,IBRD,1131579,Palm Associates Limited,Zambia,ZM,499493.00,Trust Fund,"GP- CCSA, Vice Presidency"
07/14/2014 12:00:00 AM,Q1 - FY15,SOFTWARE,Software licenses - FACT,IBRD,14-0038,Bureau van Dijk Electronic Publishing SA,Switzerland,CH,,WBG,"Office of EVP and CEO, IFC"
07/13/2014 12:00:00 AM,Q1 - FY15,CONSULTING,TAIF AIRPORT-TECHNICAL CONSULTANT,IFC,1097715,COWI Consulting Engineers and Planners AS,USA,US,1049438.00,WBG,IFC VP Global Client Services
07/11/2014 12:00:00 AM,Q1 - FY15,CONSULTING,ZAMBIA HEALTH FACILITY SURVEY,IBRD,1131576,University of Zambia,Zambia,ZM,386040.00,Trust Fund,"GP- CCSA, Vice Presidency"
07/10/2014 12:00:00 AM,Q1 - FY15,CONSULTING,Water Supply Improvement Project - ZMBW,IBRD,1145269,Castalia Ltd,New Zealand,NZ,642483.00,Trust Fund,"GP- CCSA, Vice Presidency"
07/08/2014 12:00:00 AM,Q1 - FY15,CONSULTING,YESB - Financial Advisory,IFC,1140979,Deloitte Consulting Pte Ltd,Singapore,SG,350503.00,WBG,"Office of the EVP and CEO, IFC"
07/08/2014 12:00:00 AM,Q1 - FY15,CONSULTING,YESB - Technical Advisor,IFC,1141616,ESBI Engineering and Facility,Ireland,IE,329572.00,WBG,"Office of the EVP and CEO, IFC"
07/07/2014 12:00:00 AM,Q1 - FY15,CONSULTING,FrameWork Agreement IADVP FY15-FY17,IBRD, 14-0550,Deloitte and Touche LLP,USA,US,,WBG,Internal Audit Vice Presidency
07/07/2014 12:00:00 AM,Q1 - FY15,CONSULTING,FrameWork Agreement IADVP FY15-FY17,IBRD, 14-0550,Ernst & Young LLP,USA,US,,WBG,Internal Audit Vice Presidency
07/07/2014 12:00:00 AM,Q1 - FY15,CONSULTING,FrameWork Agreement IADVP FY15-FY17,IBRD, 14-0550,PricewaterhouseCoopers LLP,USA,US,,WBG,Internal Audit Vice Presidency
07/01/2014 12:00:00 AM,Q1 - FY15,MISCELLANEOUS,Airline Services - China,IBRD,14-0145,Air China Ltd,China,CN,,WBG,General Services
07/01/2014 12:00:00 AM,Q1 - FY15,CONSULTING,Independent Evaluation of the GPE,IBRD,1139567,Universalia Management Group Ltd,Canada,CA,1249050.00,Trust Fund,"Development Finance, VP"
07/01/2014 12:00:00 AM,Q1 - FY15,CONSULTING,PROJETO TERRACLASS 2006-2012,IBRD,1145799,Fundacao de ciencia aplicacoes,USA,US,1246184.01,Trust Fund,"GP- CCSA, Vice Presidency"
07/01/2014 12:00:00 AM,Q1 - FY15,CONSULTING,Legal Consulting - Taif Intr-Airport,IFC,1097716,Latham Watkins LLP,USA,US,1728000.00,WBG,IFC VP Global Client Services
07/01/2015 12:00:00 AM,Q1 - FY16,TRAINING,CROSS CUTTING EXERCISE TRAINING,IBRD,15-0280,"Hemsley Fraser Group, Inc.",USA,US,,WBG,General Services
07/16/2015 12:00:00 AM,Q1 - FY16,CONSULTING,SENIOR MANAGEMENT COACHING SUPPORT,IBRD,16-0023,Inspired Leaders Network Ltd,United Kingdom,GB,270908.75,WBG,Office of the President
07/23/2015 12:00:00 AM,Q1 - FY16,PHOTOCOPY,PRINTING PRESS SUPPLIES,IBRD,16-0030,Eastman Kodak Co.,USA,US,337480.97,WBG,General Services
07/28/2015 12:00:00 AM,Q1 - FY16,SOFTWARE,IBM SOFTWARE MAINTENANCE,IBRD,15-0567,"Jeskell Systems, LLC",USA,US,2035749.37,WBG,Information and Technology Solutions
08/06/2015 12:00:00 AM,Q1 - FY16,EXTERNAL/CATERED EVENT,BEIJING SOUTH-SOUTH LEARNING FORUM 2015: URBAN,IBRD,15-0448,JW Marriott Beijing,China,CN,324243.70,Trust Fund," GP- CCSA, Vice Presidency"
08/28/2015 12:00:00 AM,Q1 - FY16,EXTERNAL/CATERED EVENT,PERU ANNUAL MEETINGS 2015 PRE-PAID CREDIT CARDS,IBRD,16-0076,Tarjetas Peruanas Prepago SAC,Peru,PE,346375.00,WBG,Corporate Secretariat
09/01/2015 12:00:00 AM,Q1 - FY16,EXTERNAL/CATERED EVENT,TURKEY FINANCE LEADERS MEETING,IFC1,16-0078,S.T.O.K. Seyahat ve Turizm Org.,Turkey,TR,326370.20,WBG," GP- CCSA, Vice Presidency"
09/01/2015 12:00:00 AM,Q1 - FY16,EXTERNAL/CATERED EVENT,DENMARK  RISK & FINANCE CONFERENCE,IBRD,16-0080,United Nations Office for Project,Denmark,DK,384810.45,Trust Fund," GP- CCSA, Vice Presidency"
07/08/2015 12:00:00 AM,Q1 - FY16,CONSULTING,PAKISTAN Enhanced Nutrition for Mothers and Children  ,IBRD,1170130,Oxford Policy Management Ltd.,United Kingdom,GB,765399.00,Trust Fund," GP- CCSA, Vice Presidency"
07/09/2015 12:00:00 AM,Q1 - FY16,CONSULTING,NEPAL SUNAULA HAZAR DIN follow-up survey,IBRD,1178268,Full Bright Consultancy Pvt Ltd,Nepal,NP,250000.00,Trust Fund,Development Economics and Chief Economist
07/14/2015 12:00:00 AM,Q1 - FY16,CONSULTING,EGYPT National Competence Framework for the ICT Sector ,IFC1,1162252,AON Services India Pvt Ltd,India,IN,515600.00,Trust Fund," GP- CCSA, Vice Presidency"
07/15/2015 12:00:00 AM,Q1 - FY16,CONSULTING,NIGERIA Investment Financing for two DISCO service areas,IBRD,1173396,ECONOMIC CONSULTING ASSOCIATES LTD.,United Kingdom,GB,550905.00,Trust Fund," GP- CCSA, Vice Presidency"
07/16/2015 12:00:00 AM,Q1 - FY16,CONSULTING,BANGLADESH LIGHTING ASIA CONSUMER EDUCATION AND OUTREACH CAMPAIGN,IFC1,1174115,Interspeed Activation Ltd,Bangladesh,BD,330182.13,Trust Fund,Global Client Services
07/20/2015 12:00:00 AM,Q1 - FY16,CONSULTING,INDONESIA Strengthening the Mandate and Capacity of the Ministry of Finance PPP Role,IBRD,1164734,RebelGroup International B.V.,Netherlands,NL,396225.00,Trust Fund," GP- CCSA, Vice Presidency"
07/21/2015 12:00:00 AM,Q1 - FY16,CONSULTING,INDIA IMPACT EVALUATION OF JEEVIKA MULTISECTORAL CONVERGENCE INITIATIVE ,IBRD,1191647,International Food Policy Research,USA,US,599804.00,Trust Fund," GP- CCSA, Vice Presidency"
07/22/2015 12:00:00 AM,Q1 - FY16,CONSULTING,Joint Learning Network for UHC - Network Coordinator,IBRD,1177218,Results for Development Institute,USA,US,968626.00,Trust Fund," GP- CCSA, Vice Presidency"
07/24/2015 12:00:00 AM,Q1 - FY16,CONSULTING,BRAZIL Legal Consultant - Electricity Distribution Company,IFC1,1187575,Pinheiro Neto Advogados,Brazil,BR,408994.97,WBG,Global Client Services
07/29/2015 12:00:00 AM,Q1 - FY16,CONSULTING,BRAZIL Valuation & Financial Due Diligence - Electricity Distribution Co.,IFC1,1189335,Ernst & Young Assessoria Empresaria,Brazil,BR,488044.52,Trust Fund,Global Client Services
07/31/2015 12:00:00 AM,Q1 - FY16,CONSULTING,Nigeria - Resource Tracking in Health ,IBRD,1178916,Hanovia Medical Ltd,Nigeria,NG,507388.55,Trust Fund," GP- CCSA, Vice Presidency"
08/04/2015 12:00:00 AM,Q1 - FY16,CONSULTING,"Papua New Guinea - Publish What You Pay, Extractive Industries Transparency Initiative ",IBRD,1193377,Publish What You Pay,United Kingdom,GB,262450.00,Trust Fund," GP- CCSA, Vice Presidency"
08/04/2015 12:00:00 AM,Q1 - FY16,CONSULTING,Philippines STRENGTHENING OF THE FINANCIAL MANAGEMENT SYSTEM IN DPWH PHASE IV,IBRD,1179443,D. Michael Cleary and Partners Inc,USA,US,363792.40,Trust Fund," GP- CCSA, Vice Presidency"
08/04/2015 12:00:00 AM,Q1 - FY16,CONSULTING,Lybia STEP Skills Measurement Research Study ,IBRD,1156132,JMW Consulting,Denmark,DK,381888.00,Trust Fund," GP- CCSA, Vice Presidency"
08/04/2015 12:00:00 AM,Q1 - FY16,CONSULTING,LAO PDR POVERTY REDUCTION FUND PHASE II IMPACT EVALUATION: ENDLINE SURVEY,IBRD,1192899,Indochina Research Limited,Laos,LA,345653.00,Trust Fund," GP- CCSA, Vice Presidency"
08/05/2015 12:00:00 AM,Q1 - FY16,CONSULTING,Kenya Mombasa County Water & Sanitation Strategic Strengthening,IBRD,1180253,Castalia Ltd,New Zealand,NZ,261550.00,WBG," GP- CCSA, Vice Presidency"
08/05/2015 12:00:00 AM,Q1 - FY16,CONSULTING,Sierra Leone Engineering Design of the Road Authority Asset Management Strategy  ,IBRD,1141326,Spea Engineering SpA,Italy,IT,275640.00,Trust Fund," GP- CCSA, Vice Presidency"
08/07/2015 12:00:00 AM,Q1 - FY16,CONSULTING,"Vietnam  Subnational Level Management, Planning and Coordination of Sanitation Sector ",IBRD,1168315,GFA Consulting Group GmbH,Germany,DE,342238.00,Trust Fund," GP- CCSA, Vice Presidency"
08/14/2015 12:00:00 AM,Q1 - FY16,CONSULTING,LESSONS FROM VENTURE ACCELERATION IN DEVELOPING COUNTRIES,IBRD,1178693,Enclude BV,Netherlands,NL,329360.00,Trust Fund," GP- CCSA, Vice Presidency"
08/17/2015 12:00:00 AM,Q1 - FY16,CONSULTING,Guinea Advisory Services Regulatory and Legal Framework of Infrastructure Masterplan,IBRD,1172027,CPCS Transcom International Limited,Barbados,BB,301000.00,Trust Fund," GP- CCSA, Vice Presidency"
08/17/2015 12:00:00 AM,Q1 - FY16,CONSULTING,Ethiopia Building Capacity for Woreda Disaster Risk Reduction and Climate Change Adaption,IBRD,1193703,Cordaid foundation,Netherlands,NL,675000.00,Trust Fund," GP- CCSA, Vice Presidency"
07/28/2015 12:00:00 AM,Q1 - FY16,CONSULTING,Western Balkans Venture Capital and Investment Readiness,IBRD,1171777,Pioneers JFDI GmbH,USA,US,1250000.00,Trust Fund," GP- CCSA, Vice Presidency"
08/19/2015 12:00:00 AM,Q1 - FY16,CONSULTING,Nigeria - Preparation of Least Cost Geospatial Implementation Plan Phase 2,IBRD,1192413,The Trustees of Columbia University,USA,US,600043.00,Trust Fund," GP- CCSA, Vice Presidency"
08/24/2015 12:00:00 AM,Q1 - FY16,CONSULTING,Dominican Republic Strengthened Risk Assessment and Mapping Mechanisms,IBRD,1195401,Plan Dominican Republic,Dominican Rep.,DO,580522.00,Trust Fund," GP- CCSA, Vice Presidency"
08/24/2015 12:00:00 AM,Q1 - FY16,CONSULTING,Global Research Program for Competitiveness Strategies in a local context,IBRD,1190606,Global Development Network (GDN),USA,US,518440.00,Trust Fund," GP- CCSA, Vice Presidency"
08/26/2015 12:00:00 AM,Q1 - FY16,CONSULTING,"Afghanistan Multi-hazard Risk Assessment, Cost-Benefit Analysis and Resilient Design ",IBRD,1187526,Deltares,Netherlands,NL,863674.48,Trust Fund," GP- CCSA, Vice Presidency"
09/01/2015 12:00:00 AM,Q1 - FY16,CONSULTING,Haiti International Technical Consultants Cap Hatien Port PPP Project,IFC1,1195596,HPC Hamburg Port Consulting Gmbh,Germany,DE,582804.00,WBG,Global Client Services
09/02/2015 12:00:00 AM,Q1 - FY16,CONSULTING,Vietnam Energy Efficiency with Integrated Ozone and Climate Benefits in Food Processing ,IBRD,1180218,RCEE-NIRAS Joint Stock Company,Vietnam,VN,342650.00,WBG," GP- CCSA, Vice Presidency"
09/02/2015 12:00:00 AM,Q1 - FY16,CONSULTING,Indonesia Village Governance and Community Empowerment Study (Sentinel Villages),IBRD,1189347,YAYASAN SMERU,Indonesia,ID,379349.04,Trust Fund," GP- CCSA, Vice Presidency"
09/03/2015 12:00:00 AM,Q1 - FY16,CONSULTING,"Kenya TA in Preparation of Financial Statements for County Governments, County Public Entities",IBRD,1184155,PriceWaterhouseCoopers Limited,Kenya,KE,437544.00,Trust Fund," GP- CCSA, Vice Presidency"
09/03/2015 12:00:00 AM,Q1 - FY16,CONSULTING,Morocco Labor Market Information Systems (LMIS) for Tourism and Logistics Sectors,IFC1,1181625,Ernst and Young et Associés,Morocco,MA,518066.90,Trust Fund," GP- CCSA, Vice Presidency"
09/04/2015 12:00:00 AM,Q1 - FY16,CONSULTING,Yemen Preliminary Damage and Needs Assessment,IBRD,1197999,Courage Services Inc,USA,US,345784.63,WBG," GP- CCSA, Vice Presidency"
09/08/2015 12:00:00 AM,Q1 - FY16,CONSULTING,Jordan and Iraq Survey of Syrian Refugees and Host Communities ,IBRD,1196471,Market & Opinion Research Internati,United Kingdom,GB,476370.00,Trust Fund," GP- CCSA, Vice Presidency"
09/09/2015 12:00:00 AM,Q1 - FY16,CONSULTING,MIGA Strategy Review ,MIGA,1195505,McKinsey & Company,USA,US,475000.00,WBG,MIGA
09/09/2015 12:00:00 AM,Q1 - FY16,CONSULTING,"Firm to Implement Financial Awareness Programme, Government to Person (G2P) Payments Project Finance & Markets Global Practice, South Asia",IFC1,1177321,FINO Fintech Foundation,India,IN,333062.40,Trust Fund," GP- CCSA, Vice Presidency"
09/09/2015 12:00:00 AM,Q1 - FY16,CONSULTING,"Consultant Firm to provide Project Resources for Government to Person (G2P) Payments Project Finance & Markets Global Practice, South Asia",IFC1,1179284,Ernst & Young LLP,India,IN,759123.39,Trust Fund," GP- CCSA, Vice Presidency"
09/09/2015 12:00:00 AM,Q1 - FY16,CONSULTING,Pakistan Gujranwala Electric Power Company Privatization ,IFC1,1178503,AF-Mercados Energy Markets Internat,Spain,ES,410500.00,WBG,Global Client Services
09/10/2015 12:00:00 AM,Q1 - FY16,CONSULTING,Vietnam MARKET SIMULATION MODEL OF POWER SYSTEM,IBRD,1168767,Energy Exemplar Pty Ltd,Australia,AU,262489.52,Trust Fund," GP- CCSA, Vice Presidency"
09/15/2015 12:00:00 AM,Q1 - FY16,CONSULTING,Washington D.C. Transaction Processing Transformation Project ,IBRD,1195027,"Booz Allen and Hamilton, Inc.",USA,US,365093.09,WBG,"Office of the EVP and CEO, IFC"
09/21/2015 12:00:00 AM,Q1 - FY16,CONSULTING,Indonesia Design and Launch of Business Information Hub,IBRD,1197248,LPEM-FEUI,Indonesia,ID,498220.00,Trust Fund," GP- CCSA, Vice Presidency"
09/22/2015 12:00:00 AM,Q1 - FY16,CONSULTING,Pakistan Study on Gas Sector Restructuring and Transmission Development,IBRD,1199643,ECONOMIC CONSULTING ASSOCIATES LTD.,United Kingdom,GB,310200.00,Trust Fund," GP- CCSA, Vice Presidency"
09/23/2015 12:00:00 AM,Q1 - FY16,CONSULTING,Emerging Market Study on Primary Care and Diagnostic Services ,IFC1,1199985,Health Research for Action (HERA),Belgium,BE,329307.69,Trust Fund,Global Client Services
09/29/2015 12:00:00 AM,Q1 - FY16,CONSULTING,Uganda Impact Evaluation of Multi-Sectoral Food Security and Nutrition Project ,IBRD,1190433,Partnership for Child Development,United Kingdom,GB,364020.00,Trust Fund," GP- CCSA, Vice Presidency"
09/30/2015 12:00:00 AM,Q1 - FY16,CONSULTING,Jakarta Ciliwung-Cisadane River Basin Flood Management System,IBRD,1199559,Deltares,Netherlands,NL,292589.00,Trust Fund," GP- CCSA, Vice Presidency"
09/30/2015 12:00:00 AM,Q1 - FY16,CONSULTING,Afghanistan Support in the Development of a Public Private Partnership Program,IBRD,1182778,ECONOMIC CONSULTING ASSOCIATES LTD.,United Kingdom,GB,411805.00,Trust Fund," GP- CCSA, Vice Presidency"
09/29/2015 12:00:00 AM,Q1 - FY16,CONSULTING,Mozambique and Tanzania National Surveys of Smallholder Households ,IBRD,1159226,InterMedia Survey Institute,USA,US,,Trust Fund," GP- CCSA, Vice Presidency"
07/01/2015 12:00:00 AM,Q1 - FY16,TRAINING,CROSS CUTTING EXERCISE TRAINING,IBRD,15-0280,PM.Ideas (Pty) Ltd,USA,US,,WBG,General Services
07/01/2015 12:00:00 AM,Q1 - FY16,PUBLISHING,FINANCIAL PRINTING AND SEC FILING SVC,IBRD,15-0439,R.R. Donnelley and Sons,USA,US,,WBG,Corporate Accounting and Reporting
07/01/2015 12:00:00 AM,Q1 - FY16,TELECOMMUNICATIONS,CISCO EQUIPMENT AND MAINTENANCE SUPPORT,IBRD,15-0347,Presidio Networked Solutions I,USA,US,,WBG,Information and Technology Solutions
08/03/2015 12:00:00 AM,Q1 - FY16,CONSULTING,VIDEO CONFERENCING SERVICES,IBRD,15-0273,Team People LLC,USA,US,,WBG,Information and Technology Solutions
07/24/2015 12:00:00 AM,Q1 - FY16,SOFTWARE,HR HELPDESK,IBRD,15-0240,Neocase Software,USA,US,1664940.00,WBG,Information and Technology Solutions
07/29/2015 12:00:00 AM,Q1 - FY16,CONSULTING,"Russia Professional Degree Programs on Food Security: Land and Water, and Agro-Food Mgmt ",IBRD,1171726,"Monarch Media, Inc.",USA,US,1800000.00,Trust Fund," GP- CCSA, Vice Presidency"
07/31/2015 12:00:00 AM,Q1 - FY16,CONSULTING,Bangladesh Strengthening Budget Preparation ,IBRD,1178589,ECORYS Nederland BV,USA,US,2100000.00,Trust Fund," GP- CCSA, Vice Presidency"
08/10/2015 12:00:00 AM,Q1 - FY16,CONSULTING,Peru Executing Agency for Revenue Management project in Apurimac,IFC1,1171633,INSTITUTO DE ESTUDIOS PERUANOS,Peru,PE,2500000.00,Trust Fund,Global Client Services
08/27/2015 12:00:00 AM,Q1 - FY16,EXTERNAL/CATERED EVENT,IFC 7TH Annual Event Management Services Meeting,IBRD,15-0447,AIM CONGRESS SRL,USA,US,284537.50,WBG,Global Client Services
09/15/2015 12:00:00 AM,Q1 - FY16,TELECOMMUNICATIONS,PRIVATE DARK FIBER NETWORK,IBRD,16-0029,Lightower Fiber Networks,USA,US,485000.00,WBG,Information and Technology Solutions
09/20/2015 12:00:00 AM,Q1 - FY16,CONSULTING,Philippines Catastrophe Risk Assessment and Modeling Phase 2: Provinces and Selected Cities,IBRD,1181817,AIR Worldwide Corporation,USA,US,1415000.00,Trust Fund," GP- CCSA, Vice Presidency"
09/17/2015 12:00:00 AM,Q1 - FY16,CONSULTING,Nepal Household Registration for Housing Reconstruction Program,IBRD,1198400,UNOPS - United Nations Office,USA,US,2500000.00,Trust Fund," GP- CCSA, Vice Presidency"
09/21/2015 12:00:00 AM,Q1 - FY16,CONSULTING,Remittance Prices Worldwide Data Collection,IBRD,1182894,Developing Markets Associates,USA,US,,WBG," GP- CCSA, Vice Presidency"
09/01/2015 12:00:00 AM,Q1 - FY16,CONSULTING,Peru Executing Agency for Mining and Agri Projects in the Apurimac Reqion,IFC1,110321,Lutheran World Relief,USA,US,1028228.00,Trust Fund ,"Office of the EVP and CEO, IFC"
09/28/2015 12:00:00 AM,Q1 - FY16,CONSULTING,Colombia Schools Public Private Partnership Specialists,IFC1,1184637,Mott MacDonald Limited,USA,US,1149000.00,Trust Fund,Global Client Services
09/29/2015 12:00:00 AM,Q1 - FY16,CONSULTING,Uzbekistan Third Party Monitoring,IBRD,1178990,International Labour Office,USA,US,2026870.00,Trust Fund," GP- CCSA, Vice Presidency"
07/26/2016 12:00:00 AM,Q1 - FY17,CONTRACT CONSULTANTS,Mauritania PPP Advisory Consortium,IBRD,1215387,Mott MacDonald France S.A.S.,France,FR,262424.00,Trust Fund,"VP, EFI Practice Group"
07/20/2016 12:00:00 AM,Q1 - FY17,CONTRACT CONSULTANTS,Career Transition Training ,IFC,17-0048,Center for Creative Leadership,USA,US,312794.00,WBG,Human Resource Department
07/08/2016 12:00:00 AM,Q1 - FY17,CONTRACT CONSULTANTS,Design of Urban Utility Turnaround Program,IBRD,1207216,Castalia Ltd,New Zealand,NZ,894430.00,Trust Fund,"VP, SD Practice Group"
07/13/2016 12:00:00 AM,Q1 - FY17,CONTRACT CONSULTANTS,Bangladesh Textile Competitiveness Program,IFC,1219513,Innovations for Poverty Action,USA,US,366297.00,Trust Fund,"VP, HD Practice Group"
07/14/2016 12:00:00 AM,Q1 - FY17,CONTRACT CONSULTANTS,Burkina Faso Household Survey for Impact Evaluation ,IBRD,1223746,Innovations for Poverty Action,USA,US,475554.00,Trust Fund,"VP, HD Practice Group"
07/14/2016 12:00:00 AM,Q1 - FY17,CONTRACT CONSULTANTS,Nepal Midline Survey for Agriculture & Food Security Project (AFSP),IBRD,1222727,New ERA Ltd.,Nepal,NP,323414.81,Trust Fund,Development Economics and Chief Economist
07/14/2016 12:00:00 AM,Q1 - FY17,CONTRACT CONSULTANTS,Strengthening Flood Management in White Volta Basin,IBRD,1197478,HKV lijn in water,Netherlands,NL,659830.01,Trust Fund,"VP, SD Practice Group"
07/14/2016 12:00:00 AM,Q1 - FY17,CONTRACT CONSULTANTS,Market Readiness Activities in the Partnership for Market Readniness,IBRD,1210048,Fundação Getulio Vargas (FGV),Brazil,BR,550400.00,Trust Fund,"VP, SD Practice Group"
07/20/2016 12:00:00 AM,Q1 - FY17,CONTRACT CONSULTANTS,India and Pakistan Sustainable Program Incorporating Nutrition & Games Program ,IBRD,1214851,London School of Hygiene and Tropic,United Kingdom,GB,587721.00,Trust Fund,"VP, HD Practice Group"
07/25/2016 12:00:00 AM,Q1 - FY17,CONTRACT CONSULTANTS,Tanzania Technical Advisory Services for Mini-grids ,IBRD,1215805,Energy 4 Impact,United Kingdom,GB,474166.00,Trust Fund,Global Client Services
07/25/2016 12:00:00 AM,Q1 - FY17,CONTRACT CONSULTANTS,Kenya County Data Visualization and Dissemination Program,IBRD,1222115,Strathmore University,Kenya,KE,315000.00,Trust Fund,"VP, SD Practice Group"
07/27/2016 12:00:00 AM,Q1 - FY17,CONTRACT CONSULTANTS,Zimbabwe Disaster Risk Reduction & Clime Change Adaption ,IBRD,1201704,Danish Red Cross,Denmark,DK,449848.00,Trust Fund,"VP, SD Practice Group"
08/09/2016 12:00:00 AM,Q1 - FY17,CONTRACT CONSULTANTS,Bangladesh Urban Transport Master Plan,IBRD,1211174,e.Gen Consultants Ltd.,Bangladesh,BD,643978.00,Trust Fund,"VP, SD Practice Group"
